"rules","support","confidence","coverage","lift","count"
"168","{citrus.fruit=chocolate,margarine=} => {ready.soups=}",0.0071918927754168,1,0.0071918927754168,1.86138493367409,110
"169","{citrus.fruit=chocolate,ready.soups=} => {margarine=}",0.0071918927754168,0.873015873015873,0.00823798627002288,2.18361042972654,110
"170","{citrus.fruit=napkins,semi.finished.bread=} => {margarine=}",0.0052304674730304,1,0.0052304674730304,2.50122649223222,80
"171","{citrus.fruit=napkins,semi.finished.bread=} => {ready.soups=}",0.0052304674730304,1,0.0052304674730304,1.86138493367409,80
"172","{citrus.fruit=napkins,margarine=} => {ready.soups=}",0.00817260542661,1,0.00817260542661,1.86138493367409,125
"173","{citrus.fruit=napkins,ready.soups=} => {margarine=}",0.00817260542661,0.93984962406015,0.00869565217391304,2.35077677841374,125
"174","{semi.finished.bread=coffee,margarine=} => {ready.soups=}",0.00307289964040536,1,0.00307289964040536,1.86138493367409,47
"175","{citrus.fruit=citrus fruit,margarine=pip fruit} => {semi.finished.bread=tropical fruit}",0.00202680614579928,1,0.00202680614579928,42.6044568245125,31
"176","{citrus.fruit=margarine,margarine=} => {ready.soups=}",0.0039228506047728,1,0.0039228506047728,1.86138493367409,60
"177","{citrus.fruit=curd,margarine=} => {ready.soups=}",0.00215756783262504,1,0.00215756783262504,1.86138493367409,33
"178","{citrus.fruit=brown bread,margarine=} => {ready.soups=}",0.0039228506047728,1,0.0039228506047728,1.86138493367409,60
"179","{citrus.fruit=soda,semi.finished.bread=canned beer} => {ready.soups=}",0.00215756783262504,0.868421052631579,0.00248447204968944,1.61646586345382,33
"180","{semi.finished.bread=canned beer,margarine=} => {ready.soups=}",0.00594965675057208,1,0.00594965675057208,1.86138493367409,91
"181","{citrus.fruit=coffee,semi.finished.bread=} => {margarine=}",0.00385746976135992,1,0.00385746976135992,2.50122649223222,59
"182","{citrus.fruit=coffee,semi.finished.bread=} => {ready.soups=}",0.00385746976135992,1,0.00385746976135992,1.86138493367409,59
"183","{citrus.fruit=coffee,margarine=} => {ready.soups=}",0.00693036940176528,1,0.00693036940176528,1.86138493367409,106
"184","{citrus.fruit=coffee,ready.soups=} => {margarine=}",0.00693036940176528,0.768115942028985,0.00902255639097744,1.9212319433088,106
"185","{citrus.fruit=domestic eggs,margarine=} => {ready.soups=}",0.00281137626675384,1,0.00281137626675384,1.86138493367409,43
"186","{citrus.fruit=fruit/vegetable juice,semi.finished.bread=} => {margarine=}",0.00307289964040536,1,0.00307289964040536,2.50122649223222,47
"187","{citrus.fruit=fruit/vegetable juice,semi.finished.bread=} => {ready.soups=}",0.00307289964040536,1,0.00307289964040536,1.86138493367409,47
"188","{citrus.fruit=fruit/vegetable juice,margarine=} => {ready.soups=}",0.00712651193200392,1,0.00712651193200392,1.86138493367409,109
"189","{citrus.fruit=whipped/sour cream,margarine=} => {ready.soups=}",0.00372670807453416,1,0.00372670807453416,1.86138493367409,57
"190","{semi.finished.bread=fruit/vegetable juice,margarine=} => {ready.soups=}",0.00438051650866296,1,0.00438051650866296,1.86138493367409,67
"191","{semi.finished.bread=brown bread,margarine=} => {ready.soups=}",0.00300751879699248,1,0.00300751879699248,1.86138493367409,46
"192","{semi.finished.bread=newspapers,margarine=} => {ready.soups=}",0.0115724092840798,1,0.0115724092840798,1.86138493367409,177
"193","{semi.finished.bread=newspapers,ready.soups=} => {margarine=}",0.0115724092840798,0.893939393939394,0.0129454069957502,2.23594489457122,177
"194","{semi.finished.bread=bottled beer,margarine=} => {ready.soups=}",0.00614579928081072,1,0.00614579928081072,1.86138493367409,94
"195","{citrus.fruit=newspapers,semi.finished.bread=} => {margarine=}",0.0120300751879699,1,0.0120300751879699,2.50122649223222,184
"196","{citrus.fruit=newspapers,margarine=} => {semi.finished.bread=}",0.0120300751879699,0.893203883495146,0.0134684537430533,3.92010140546865,184
"197","{citrus.fruit=newspapers,semi.finished.bread=} => {ready.soups=}",0.0120300751879699,1,0.0120300751879699,1.86138493367409,184
"198","{citrus.fruit=newspapers,ready.soups=} => {semi.finished.bread=}",0.0120300751879699,0.893203883495146,0.0134684537430533,3.92010140546865,184
"199","{citrus.fruit=newspapers,margarine=} => {ready.soups=}",0.0134684537430533,1,0.0134684537430533,1.86138493367409,206
"200","{citrus.fruit=newspapers,ready.soups=} => {margarine=}",0.0134684537430533,1,0.0134684537430533,2.50122649223222,206
"201","{semi.finished.bread=shopping bags,margarine=} => {ready.soups=}",0.0149722131415495,1,0.0149722131415495,1.86138493367409,229
"202","{semi.finished.bread=shopping bags,ready.soups=} => {margarine=}",0.0149722131415495,1,0.0149722131415495,2.50122649223222,229
"203","{semi.finished.bread=pastry,margarine=} => {ready.soups=}",0.0035959463877084,1,0.0035959463877084,1.86138493367409,55
"204","{citrus.fruit=pastry,semi.finished.bread=soda} => {ready.soups=}",0.00235371036286368,0.8,0.0029421379535796,1.48910794693927,36
"205","{citrus.fruit=pastry,semi.finished.bread=} => {margarine=}",0.00333442301405688,1,0.00333442301405688,2.50122649223222,51
"206","{citrus.fruit=pastry,semi.finished.bread=} => {ready.soups=}",0.00333442301405688,1,0.00333442301405688,1.86138493367409,51
"207","{citrus.fruit=pastry,margarine=} => {ready.soups=}",0.00823798627002288,1,0.00823798627002288,1.86138493367409,126
"208","{citrus.fruit=shopping bags,semi.finished.bread=} => {margarine=}",0.0176528277214776,1,0.0176528277214776,2.50122649223222,270
"209","{citrus.fruit=shopping bags,margarine=} => {semi.finished.bread=}",0.0176528277214776,1,0.0176528277214776,4.38880918220947,270
"210","{citrus.fruit=shopping bags,semi.finished.bread=} => {ready.soups=}",0.0176528277214776,1,0.0176528277214776,1.86138493367409,270
"211","{citrus.fruit=shopping bags,ready.soups=} => {semi.finished.bread=}",0.0176528277214776,1,0.0176528277214776,4.38880918220947,270
"212","{citrus.fruit=shopping bags,margarine=} => {ready.soups=}",0.0176528277214776,1,0.0176528277214776,1.86138493367409,270
"213","{citrus.fruit=shopping bags,ready.soups=} => {margarine=}",0.0176528277214776,1,0.0176528277214776,2.50122649223222,270
"214","{semi.finished.bread=bottled water,margarine=} => {ready.soups=}",0.00398823144818568,1,0.00398823144818568,1.86138493367409,61
"215","{citrus.fruit=pip fruit,margarine=} => {ready.soups=}",0.00451127819548872,1,0.00451127819548872,1.86138493367409,69
"216","{citrus.fruit=bottled beer,semi.finished.bread=} => {margarine=}",0.0109839816933638,1,0.0109839816933638,2.50122649223222,168
"217","{citrus.fruit=bottled beer,semi.finished.bread=} => {ready.soups=}",0.0109839816933638,1,0.0109839816933638,1.86138493367409,168
"218","{citrus.fruit=bottled beer,margarine=} => {ready.soups=}",0.0159529257927427,1,0.0159529257927427,1.86138493367409,244
"219","{citrus.fruit=bottled beer,ready.soups=} => {margarine=}",0.0159529257927427,0.874551971326165,0.0182412553121935,2.18745255951491,244
"220","{citrus.fruit=beef,margarine=} => {ready.soups=}",0.00313828048381824,1,0.00313828048381824,1.86138493367409,48
"221","{citrus.fruit=chicken,margarine=} => {ready.soups=}",0.0029421379535796,1,0.0029421379535796,1.86138493367409,45
"222","{citrus.fruit=root vegetables,margarine=whole milk} => {semi.finished.bread=other vegetables}",0.00320366132723112,0.816666666666667,0.0039228506047728,20.1466397849462,49
"223","{citrus.fruit=root vegetables,margarine=} => {ready.soups=}",0.00353056554429552,1,0.00353056554429552,1.86138493367409,54
"224","{semi.finished.bread=root vegetables,ready.soups=whole milk} => {margarine=other vegetables}",0.00398823144818568,0.824324324324324,0.00483818241255312,28.5896610896611,61
"225","{citrus.fruit=bottled water,semi.finished.bread=} => {margarine=}",0.00640732265446224,1,0.00640732265446224,2.50122649223222,98
"226","{citrus.fruit=bottled water,semi.finished.bread=} => {ready.soups=}",0.00640732265446224,1,0.00640732265446224,1.86138493367409,98
"227","{citrus.fruit=bottled water,margarine=} => {ready.soups=}",0.0138607388035306,1,0.0138607388035306,1.86138493367409,212
"228","{citrus.fruit=bottled water,ready.soups=} => {margarine=}",0.0138607388035306,0.75177304964539,0.0184373978424322,1.88035466791925,212
"229","{semi.finished.bread=yogurt,margarine=} => {ready.soups=}",0.00248447204968944,1,0.00248447204968944,1.86138493367409,38
"230","{citrus.fruit=pork,margarine=} => {ready.soups=}",0.00372670807453416,1,0.00372670807453416,1.86138493367409,57
"231","{citrus.fruit=canned beer,semi.finished.bread=} => {margarine=}",0.0183720169990193,1,0.0183720169990193,2.50122649223222,281
"232","{citrus.fruit=canned beer,margarine=} => {semi.finished.bread=}",0.0183720169990193,0.812138728323699,0.0226217718208565,3.56432190809497,281
"233","{citrus.fruit=canned beer,semi.finished.bread=} => {ready.soups=}",0.0183720169990193,1,0.0183720169990193,1.86138493367409,281
"234","{citrus.fruit=canned beer,margarine=} => {ready.soups=}",0.0226217718208565,1,0.0226217718208565,1.86138493367409,346
"235","{citrus.fruit=canned beer,ready.soups=} => {margarine=}",0.0226217718208565,0.922666666666667,0.02451781627983,2.30779831016626,346
"236","{citrus.fruit=yogurt,semi.finished.bread=} => {margarine=}",0.00300751879699248,1,0.00300751879699248,2.50122649223222,46
"237","{citrus.fruit=yogurt,semi.finished.bread=} => {ready.soups=}",0.00300751879699248,1,0.00300751879699248,1.86138493367409,46
"238","{citrus.fruit=yogurt,margarine=} => {ready.soups=}",0.00804184373978424,1,0.00804184373978424,1.86138493367409,123
"239","{citrus.fruit=citrus fruit,margarine=} => {ready.soups=}",0.00379208891794704,1,0.00379208891794704,1.86138493367409,58
"240","{semi.finished.bread=soda,margarine=} => {ready.soups=}",0.0107224583197123,1,0.0107224583197123,1.86138493367409,164
"241","{citrus.fruit=tropical fruit,margarine=} => {ready.soups=}",0.004903563255966,1,0.004903563255966,1.86138493367409,75
"242","{citrus.fruit=soda,semi.finished.bread=} => {margarine=}",0.0141222621771821,1,0.0141222621771821,2.50122649223222,216
"243","{citrus.fruit=soda,semi.finished.bread=} => {ready.soups=}",0.0141222621771821,1,0.0141222621771821,1.86138493367409,216
"244","{citrus.fruit=soda,margarine=} => {ready.soups=}",0.02451781627983,1,0.02451781627983,1.86138493367409,375
"245","{citrus.fruit=soda,ready.soups=} => {margarine=}",0.02451781627983,0.801282051282051,0.0305982347172279,2.00418789441684,375
"246","{citrus.fruit=rolls/buns,semi.finished.bread=} => {margarine=}",0.0088264138607388,1,0.0088264138607388,2.50122649223222,135
"247","{citrus.fruit=rolls/buns,semi.finished.bread=} => {ready.soups=}",0.0088264138607388,1,0.0088264138607388,1.86138493367409,135
"248","{citrus.fruit=rolls/buns,margarine=} => {ready.soups=}",0.0192219679633867,1,0.0192219679633867,1.86138493367409,294
"249","{semi.finished.bread=rolls/buns,margarine=} => {ready.soups=}",0.00791108205295848,1,0.00791108205295848,1.86138493367409,121
"250","{citrus.fruit=frankfurter,margarine=} => {ready.soups=}",0.00418437397842432,1,0.00418437397842432,1.86138493367409,64
"251","{citrus.fruit=other vegetables,semi.finished.bread=} => {margarine=}",0.00418437397842432,1,0.00418437397842432,2.50122649223222,64
"252","{citrus.fruit=other vegetables,semi.finished.bread=} => {ready.soups=}",0.00418437397842432,1,0.00418437397842432,1.86138493367409,64
"253","{citrus.fruit=other vegetables,margarine=} => {ready.soups=}",0.00902255639097744,1,0.00902255639097744,1.86138493367409,138
"254","{semi.finished.bread=other vegetables,margarine=} => {ready.soups=}",0.00274599542334096,1,0.00274599542334096,1.86138493367409,42
"255","{semi.finished.bread=whole milk,margarine=} => {ready.soups=}",0.00307289964040536,1,0.00307289964040536,1.86138493367409,47
"256","{citrus.fruit=sausage,margarine=} => {ready.soups=}",0.00536122915985616,1,0.00536122915985616,1.86138493367409,82
"257","{citrus.fruit=whole milk,semi.finished.bread=} => {margarine=}",0.00804184373978424,1,0.00804184373978424,2.50122649223222,123
"258","{citrus.fruit=whole milk,semi.finished.bread=} => {ready.soups=}",0.00804184373978424,1,0.00804184373978424,1.86138493367409,123
"259","{citrus.fruit=whole milk,margarine=} => {ready.soups=}",0.0191565871199738,1,0.0191565871199738,1.86138493367409,293
"260","{semi.finished.bread=,margarine=} => {ready.soups=}",0.227852239293887,1,0.227852239293887,1.86138493367409,3485
"261","{semi.finished.bread=,ready.soups=} => {margarine=}",0.227852239293887,1,0.227852239293887,2.50122649223222,3485
"262","{citrus.fruit=flower (seeds),semi.finished.bread=,margarine=} => {ready.soups=}",0.00222294867603792,1,0.00222294867603792,1.86138493367409,34
"263","{citrus.fruit=flower (seeds),semi.finished.bread=,ready.soups=} => {margarine=}",0.00222294867603792,1,0.00222294867603792,2.50122649223222,34
"264","{citrus.fruit=flower (seeds),margarine=,ready.soups=} => {semi.finished.bread=}",0.00222294867603792,0.85,0.0026152337365152,3.73048780487805,34
"265","{citrus.fruit=pot plants,semi.finished.bread=,margarine=} => {ready.soups=}",0.00222294867603792,1,0.00222294867603792,1.86138493367409,34
"266","{citrus.fruit=pot plants,semi.finished.bread=,ready.soups=} => {margarine=}",0.00222294867603792,1,0.00222294867603792,2.50122649223222,34
"267","{citrus.fruit=pot plants,margarine=,ready.soups=} => {semi.finished.bread=}",0.00222294867603792,0.829268292682927,0.00268061457992808,3.639500297442,34
"268","{citrus.fruit=photo/film,semi.finished.bread=,margarine=} => {ready.soups=}",0.00248447204968944,1,0.00248447204968944,1.86138493367409,38
"269","{citrus.fruit=photo/film,semi.finished.bread=,ready.soups=} => {margarine=}",0.00248447204968944,1,0.00248447204968944,2.50122649223222,38
"270","{citrus.fruit=photo/film,margarine=,ready.soups=} => {semi.finished.bread=}",0.00248447204968944,0.904761904761905,0.00274599542334096,3.97082735533238,38
"271","{citrus.fruit=dishes,semi.finished.bread=,margarine=} => {ready.soups=}",0.00268061457992808,1,0.00268061457992808,1.86138493367409,41
"272","{citrus.fruit=dishes,semi.finished.bread=,ready.soups=} => {margarine=}",0.00268061457992808,1,0.00268061457992808,2.50122649223222,41
"273","{citrus.fruit=dishes,margarine=,ready.soups=} => {semi.finished.bread=}",0.00268061457992808,0.872340425531915,0.00307289964040536,3.82853566958698,41
"274","{citrus.fruit=specialty bar,semi.finished.bread=,margarine=} => {ready.soups=}",0.00274599542334096,1,0.00274599542334096,1.86138493367409,42
"275","{citrus.fruit=specialty bar,semi.finished.bread=,ready.soups=} => {margarine=}",0.00274599542334096,1,0.00274599542334096,2.50122649223222,42
"276","{citrus.fruit=specialty bar,margarine=,ready.soups=} => {semi.finished.bread=}",0.00274599542334096,0.792452830188679,0.00346518470088264,3.47792425759996,42
"277","{citrus.fruit=candy,semi.finished.bread=,margarine=} => {ready.soups=}",0.00281137626675384,1,0.00281137626675384,1.86138493367409,43
"278","{citrus.fruit=candy,semi.finished.bread=,ready.soups=} => {margarine=}",0.00281137626675384,1,0.00281137626675384,2.50122649223222,43
"279","{citrus.fruit=specialty chocolate,semi.finished.bread=,margarine=} => {ready.soups=}",0.00281137626675384,1,0.00281137626675384,1.86138493367409,43
"280","{citrus.fruit=specialty chocolate,semi.finished.bread=,ready.soups=} => {margarine=}",0.00281137626675384,1,0.00281137626675384,2.50122649223222,43
"281","{citrus.fruit=misc. beverages,semi.finished.bread=,margarine=} => {ready.soups=}",0.00248447204968944,1,0.00248447204968944,1.86138493367409,38
"282","{citrus.fruit=misc. beverages,semi.finished.bread=,ready.soups=} => {margarine=}",0.00248447204968944,1,0.00248447204968944,2.50122649223222,38
"283","{citrus.fruit=long life bakery product,semi.finished.bread=,margarine=} => {ready.soups=}",0.00235371036286368,1,0.00235371036286368,1.86138493367409,36
"284","{citrus.fruit=long life bakery product,semi.finished.bread=,ready.soups=} => {margarine=}",0.00235371036286368,1,0.00235371036286368,2.50122649223222,36
"285","{citrus.fruit=hygiene articles,semi.finished.bread=,margarine=} => {ready.soups=}",0.003269042170644,1,0.003269042170644,1.86138493367409,50
"286","{citrus.fruit=hygiene articles,semi.finished.bread=,ready.soups=} => {margarine=}",0.003269042170644,1,0.003269042170644,2.50122649223222,50
"287","{citrus.fruit=waffles,semi.finished.bread=,margarine=} => {ready.soups=}",0.0029421379535796,1,0.0029421379535796,1.86138493367409,45
"288","{citrus.fruit=waffles,semi.finished.bread=,ready.soups=} => {margarine=}",0.0029421379535796,1,0.0029421379535796,2.50122649223222,45
"289","{citrus.fruit=ice cream,semi.finished.bread=,margarine=} => {ready.soups=}",0.00222294867603792,1,0.00222294867603792,1.86138493367409,34
"290","{citrus.fruit=ice cream,semi.finished.bread=,ready.soups=} => {margarine=}",0.00222294867603792,1,0.00222294867603792,2.50122649223222,34
"291","{citrus.fruit=salty snack,semi.finished.bread=,margarine=} => {ready.soups=}",0.003269042170644,1,0.003269042170644,1.86138493367409,50
"292","{citrus.fruit=salty snack,semi.finished.bread=,ready.soups=} => {margarine=}",0.003269042170644,1,0.003269042170644,2.50122649223222,50
"293","{citrus.fruit=chocolate,semi.finished.bread=,margarine=} => {ready.soups=}",0.00405361229159856,1,0.00405361229159856,1.86138493367409,62
"294","{citrus.fruit=chocolate,semi.finished.bread=,ready.soups=} => {margarine=}",0.00405361229159856,1,0.00405361229159856,2.50122649223222,62
"295","{citrus.fruit=napkins,semi.finished.bread=,margarine=} => {ready.soups=}",0.0052304674730304,1,0.0052304674730304,1.86138493367409,80
"296","{citrus.fruit=napkins,semi.finished.bread=,ready.soups=} => {margarine=}",0.0052304674730304,1,0.0052304674730304,2.50122649223222,80
"297","{citrus.fruit=coffee,semi.finished.bread=,margarine=} => {ready.soups=}",0.00385746976135992,1,0.00385746976135992,1.86138493367409,59
"298","{citrus.fruit=coffee,semi.finished.bread=,ready.soups=} => {margarine=}",0.00385746976135992,1,0.00385746976135992,2.50122649223222,59
"299","{citrus.fruit=fruit/vegetable juice,semi.finished.bread=,margarine=} => {ready.soups=}",0.00307289964040536,1,0.00307289964040536,1.86138493367409,47
"300","{citrus.fruit=fruit/vegetable juice,semi.finished.bread=,ready.soups=} => {margarine=}",0.00307289964040536,1,0.00307289964040536,2.50122649223222,47
"301","{citrus.fruit=newspapers,semi.finished.bread=,margarine=} => {ready.soups=}",0.0120300751879699,1,0.0120300751879699,1.86138493367409,184
"302","{citrus.fruit=newspapers,semi.finished.bread=,ready.soups=} => {margarine=}",0.0120300751879699,1,0.0120300751879699,2.50122649223222,184
"303","{citrus.fruit=newspapers,margarine=,ready.soups=} => {semi.finished.bread=}",0.0120300751879699,0.893203883495146,0.0134684537430533,3.92010140546865,184
"304","{citrus.fruit=pastry,semi.finished.bread=,margarine=} => {ready.soups=}",0.00333442301405688,1,0.00333442301405688,1.86138493367409,51
"305","{citrus.fruit=pastry,semi.finished.bread=,ready.soups=} => {margarine=}",0.00333442301405688,1,0.00333442301405688,2.50122649223222,51
"306","{citrus.fruit=shopping bags,semi.finished.bread=,margarine=} => {ready.soups=}",0.0176528277214776,1,0.0176528277214776,1.86138493367409,270
"307","{citrus.fruit=shopping bags,semi.finished.bread=,ready.soups=} => {margarine=}",0.0176528277214776,1,0.0176528277214776,2.50122649223222,270
"308","{citrus.fruit=shopping bags,margarine=,ready.soups=} => {semi.finished.bread=}",0.0176528277214776,1,0.0176528277214776,4.38880918220947,270
"309","{citrus.fruit=bottled beer,semi.finished.bread=,margarine=} => {ready.soups=}",0.0109839816933638,1,0.0109839816933638,1.86138493367409,168
"310","{citrus.fruit=bottled beer,semi.finished.bread=,ready.soups=} => {margarine=}",0.0109839816933638,1,0.0109839816933638,2.50122649223222,168
"311","{citrus.fruit=bottled water,semi.finished.bread=,margarine=} => {ready.soups=}",0.00640732265446224,1,0.00640732265446224,1.86138493367409,98
"312","{citrus.fruit=bottled water,semi.finished.bread=,ready.soups=} => {margarine=}",0.00640732265446224,1,0.00640732265446224,2.50122649223222,98
"313","{citrus.fruit=canned beer,semi.finished.bread=,margarine=} => {ready.soups=}",0.0183720169990193,1,0.0183720169990193,1.86138493367409,281
"314","{citrus.fruit=canned beer,semi.finished.bread=,ready.soups=} => {margarine=}",0.0183720169990193,1,0.0183720169990193,2.50122649223222,281
"315","{citrus.fruit=canned beer,margarine=,ready.soups=} => {semi.finished.bread=}",0.0183720169990193,0.812138728323699,0.0226217718208565,3.56432190809497,281
"316","{citrus.fruit=yogurt,semi.finished.bread=,margarine=} => {ready.soups=}",0.00300751879699248,1,0.00300751879699248,1.86138493367409,46
"317","{citrus.fruit=yogurt,semi.finished.bread=,ready.soups=} => {margarine=}",0.00300751879699248,1,0.00300751879699248,2.50122649223222,46
"318","{citrus.fruit=soda,semi.finished.bread=,margarine=} => {ready.soups=}",0.0141222621771821,1,0.0141222621771821,1.86138493367409,216
"319","{citrus.fruit=soda,semi.finished.bread=,ready.soups=} => {margarine=}",0.0141222621771821,1,0.0141222621771821,2.50122649223222,216
"320","{citrus.fruit=rolls/buns,semi.finished.bread=,margarine=} => {ready.soups=}",0.0088264138607388,1,0.0088264138607388,1.86138493367409,135
"321","{citrus.fruit=rolls/buns,semi.finished.bread=,ready.soups=} => {margarine=}",0.0088264138607388,1,0.0088264138607388,2.50122649223222,135
"322","{citrus.fruit=other vegetables,semi.finished.bread=,margarine=} => {ready.soups=}",0.00418437397842432,1,0.00418437397842432,1.86138493367409,64
"323","{citrus.fruit=other vegetables,semi.finished.bread=,ready.soups=} => {margarine=}",0.00418437397842432,1,0.00418437397842432,2.50122649223222,64
"324","{citrus.fruit=whole milk,semi.finished.bread=,margarine=} => {ready.soups=}",0.00804184373978424,1,0.00804184373978424,1.86138493367409,123
"325","{citrus.fruit=whole milk,semi.finished.bread=,ready.soups=} => {margarine=}",0.00804184373978424,1,0.00804184373978424,2.50122649223222,123
